event_id,event_date,city,category,order_id,ticket_qty,status,utm_source,utm_campaign,utm_content,sold_out
E093,2026-08-09,Gdansk,adults,O1306,4,confirmed,facebook,autumn_event,story_ad,false
E055,2026-05-03,Lodz,kids,O1307,4,cancelled,facebook,summer_fun,banner,false
E063,2026-05-26,Wroclaw,kids,O1308,3,confirmed,google,autumn_event,story_ad,false
E092,2026-05-08,Poznan,adults,O1309,5,confirmed,newsletter,autumn_event,search_ad,true
E067,2026-05-24,Lodz,adults,O1310,4,confirmed,facebook,spring_sale,banner,true
E047,2026-06-05,Gdansk,adults,O1311,5,cancelled,instagram,spring_sale,carousel,false
E088,2026-04-16,Wroclaw,kids,O1312,1,confirmed,newsletter,flash_sale,video_ad,true
E028,2026-09-24,Cracow,kids,O1313,4,confirmed,instagram,autumn_event,search_ad,false
E006,2026-07-14,Poznan,adults,O1314,2,confirmed,instagram,autumn_event,email_main,true
E003,2026-09-14,Poznan,adults,O1315,2,confirmed,newsletter,autumn_event,carousel,false
E004,2026-08-22,Gdansk,kids,O1316,5,confirmed,google,autumn_event,video_ad,true
E048,2026-08-02,Wroclaw,kids,O1317,1,confirmed,google,autumn_event,email_main,false
E028,2026-05-05,Lodz,kids,O1318,5,cancelled,google,spring_sale,search_ad,false
E095,2026-06-21,Wroclaw,adults,O1319,4,confirmed,newsletter,flash_sale,video_ad,false
E024,2026-07-18,Wroclaw,kids,O1320,1,confirmed,newsletter,summer_fun,video_ad,true
E040,2026-07-02,Poznan,adults,O1321,4,confirmed,facebook,autumn_event,video_ad,true
E035,2026-06-27,Poznan,adults,O1322,4,cancelled,google,flash_sale,search_ad,false
E024,2026-09-18,Warsaw,kids,O1323,3,cancelled,instagram,spring_sale,story_ad,true
E048,2026-07-14,Poznan,adults,O1324,1,confirmed,newsletter,spring_sale,video_ad,false
E030,2026-07-27,Lodz,kids,O1325,1,confirmed,instagram,spring_sale,email_main,true
E054,2026-08-29,Lodz,kids,O1326,3,confirmed,instagram,autumn_event,email_main,false
E077,2026-07-16,Wroclaw,adults,O1327,5,confirmed,instagram,summer_fun,email_main,false
E031,2026-07-22,Poznan,kids,O1328,3,confirmed,facebook,flash_sale,story_ad,true
E024,2026-04-01,Katowice,adults,O1329,2,confirmed,newsletter,summer_fun,video_ad,true
E094,2026-09-10,Lodz,kids,O1330,4,confirmed,facebook,summer_fun,story_ad,true
E017,2026-08-01,Katowice,adults,O1331,4,confirmed,newsletter,flash_sale,story_ad,false
E088,2026-06-24,Gdansk,kids,O1332,3,confirmed,facebook,autumn_event,video_ad,false
E096,2026-05-07,Lodz,adults,O1333,5,confirmed,facebook,flash_sale,banner,true
E082,2026-04-27,Poznan,kids,O1334,3,confirmed,instagram,kids_event,email_main,true
E048,2026-04-10,Lodz,kids,O1335,1,confirmed,facebook,spring_sale,video_ad,false
E034,2026-09-02,Lodz,adults,O1336,4,cancelled,newsletter,kids_event,banner,true
E047,2026-07-10,Lodz,adults,O1337,3,confirmed,instagram,flash_sale,email_main,true
E036,2026-08-22,Gdansk,kids,O1338,5,confirmed,google,kids_event,banner,false
E037,2026-06-03,Gdansk,kids,O1339,5,confirmed,google,summer_fun,story_ad,true
E086,2026-04-08,Cracow,kids,O1340,2,confirmed,google,flash_sale,banner,true
E003,2026-08-06,Gdansk,adults,O1341,5,confirmed,newsletter,summer_fun,banner,false
E092,2026-07-03,Warsaw,adults,O1342,3,confirmed,facebook,autumn_event,search_ad,true
E093,2026-07-16,Katowice,adults,O1343,3,confirmed,instagram,kids_event,banner,false
E094,2026-07-17,Katowice,adults,O1344,2,confirmed,google,spring_sale,story_ad,true
E018,2026-05-13,Poznan,adults,O1345,4,confirmed,facebook,summer_fun,carousel,true
E054,2026-04-09,Cracow,adults,O1346,3,cancelled,newsletter,kids_event,banner,true
E066,2026-08-04,Wroclaw,kids,O1347,1,confirmed,facebook,summer_fun,carousel,true
E095,2026-05-20,Lodz,kids,O1348,1,confirmed,facebook,flash_sale,banner,true
E083,2026-08-23,Lodz,kids,O1349,5,confirmed,facebook,summer_fun,banner,true
E082,2026-08-20,Lodz,kids,O1350,4,confirmed,newsletter,kids_event,carousel,false
E019,2026-05-17,Warsaw,adults,O1351,1,cancelled,instagram,spring_sale,story_ad,true
E044,2026-07-08,Poznan,kids,O1352,4,confirmed,google,kids_event,story_ad,false
E047,2026-08-27,Wroclaw,kids,O1353,2,confirmed,google,summer_fun,story_ad,true
E030,2026-05-24,Warsaw,adults,O1354,2,cancelled,google,autumn_event,carousel,true
E086,2026-05-05,Gdansk,adults,O1355,3,confirmed,facebook,summer_fun,story_ad,false
E085,2026-09-23,Warsaw,kids,O1356,1,confirmed,newsletter,summer_fun,banner,false
E067,2026-06-27,Poznan,adults,O1357,4,confirmed,newsletter,summer_fun,email_main,true
E031,2026-04-09,Warsaw,adults,O1358,4,cancelled,newsletter,flash_sale,email_main,true
E042,2026-09-24,Poznan,kids,O1359,4,confirmed,facebook,kids_event,carousel,false
E053,2026-07-12,Katowice,kids,O1360,2,cancelled,facebook,spring_sale,video_ad,false
E088,2026-07-25,Poznan,kids,O1361,5,confirmed,newsletter,flash_sale,carousel,false
E002,2026-08-19,Lodz,kids,O1362,2,cancelled,instagram,kids_event,search_ad,false
E012,2026-09-02,Warsaw,adults,O1363,2,confirmed,google,kids_event,email_main,false
E039,2026-05-04,Wroclaw,adults,O1364,2,confirmed,google,flash_sale,carousel,false
E074,2026-05-26,Katowice,adults,O1365,3,confirmed,newsletter,kids_event,video_ad,false
E068,2026-09-10,Lodz,kids,O1366,1,confirmed,google,autumn_event,search_ad,false
E066,2026-05-15,Poznan,kids,O1367,2,confirmed,newsletter,spring_sale,email_main,true
E057,2026-08-06,Poznan,kids,O1368,5,confirmed,facebook,summer_fun,search_ad,true
E043,2026-09-11,Lodz,adults,O1369,2,confirmed,newsletter,spring_sale,banner,true
E049,2026-04-15,Warsaw,kids,O1370,3,confirmed,google,flash_sale,video_ad,false
E065,2026-08-06,Warsaw,kids,O1371,3,cancelled,instagram,summer_fun,banner,false
E012,2026-05-02,Poznan,kids,O1372,4,confirmed,facebook,kids_event,carousel,false
E003,2026-04-20,Katowice,adults,O1373,5,confirmed,newsletter,kids_event,email_main,false
E006,2026-06-06,Katowice,kids,O1374,3,cancelled,google,spring_sale,video_ad,true
E050,2026-05-02,Poznan,adults,O1375,4,confirmed,instagram,autumn_event,banner,true
E023,2026-09-19,Katowice,kids,O1376,1,confirmed,newsletter,kids_event,email_main,false
E039,2026-05-30,Warsaw,kids,O1377,4,cancelled,google,autumn_event,video_ad,false
E059,2026-05-29,Warsaw,kids,O1378,5,confirmed,instagram,flash_sale,story_ad,false
E052,2026-04-08,Poznan,adults,O1379,1,cancelled,newsletter,autumn_event,video_ad,true
E100,2026-09-07,Gdansk,kids,O1380,4,confirmed,facebook,spring_sale,search_ad,true
E063,2026-07-11,Gdansk,adults,O1381,5,confirmed,newsletter,flash_sale,story_ad,true
E014,2026-04-15,Poznan,adults,O1382,3,confirmed,instagram,flash_sale,search_ad,true
E097,2026-08-11,Poznan,kids,O1383,4,confirmed,newsletter,kids_event,story_ad,true
E092,2026-09-25,Cracow,kids,O1384,1,confirmed,instagram,flash_sale,carousel,false
E090,2026-09-01,Katowice,kids,O1385,3,confirmed,newsletter,summer_fun,carousel,false
E074,2026-04-10,Cracow,adults,O1386,1,confirmed,google,autumn_event,video_ad,true
E081,2026-08-03,Warsaw,adults,O1387,1,cancelled,facebook,spring_sale,video_ad,true
E026,2026-05-28,Wroclaw,kids,O1388,2,confirmed,google,autumn_event,email_main,true
E090,2026-06-14,Gdansk,kids,O1389,3,confirmed,newsletter,summer_fun,email_main,false
E038,2026-07-21,Cracow,adults,O1390,4,confirmed,google,summer_fun,search_ad,true
E067,2026-05-04,Katowice,adults,O1391,1,confirmed,google,kids_event,story_ad,true
E095,2026-04-24,Poznan,adults,O1392,2,cancelled,google,spring_sale,banner,false
E096,2026-06-14,Poznan,adults,O1393,2,confirmed,facebook,kids_event,search_ad,true
E062,2026-06-22,Cracow,kids,O1394,5,confirmed,instagram,autumn_event,carousel,true
E068,2026-04-26,Wroclaw,adults,O1395,3,cancelled,facebook,flash_sale,email_main,false
E070,2026-09-11,Cracow,kids,O1396,5,confirmed,newsletter,summer_fun,search_ad,false
E032,2026-07-07,Cracow,adults,O1397,2,confirmed,newsletter,kids_event,banner,false
E022,2026-09-28,Warsaw,adults,O1398,3,confirmed,newsletter,spring_sale,carousel,false
E017,2026-07-21,Cracow,kids,O1399,3,confirmed,facebook,flash_sale,search_ad,false
E033,2026-04-06,Katowice,adults,O1400,3,confirmed,facebook,flash_sale,banner,true
E074,2026-05-09,Warsaw,kids,O1401,5,confirmed,facebook,flash_sale,video_ad,true
E029,2026-07-11,Wroclaw,adults,O1402,3,confirmed,newsletter,summer_fun,video_ad,true
E085,2026-07-24,Cracow,kids,O1403,4,cancelled,google,summer_fun,story_ad,true
E003,2026-08-07,Wroclaw,adults,O1404,5,confirmed,newsletter,spring_sale,video_ad,true
E095,2026-05-15,Katowice,kids,O1405,1,confirmed,newsletter,autumn_event,story_ad,false
E002,2026-06-12,Warsaw,kids,O1406,2,confirmed,newsletter,spring_sale,search_ad,false
E055,2026-07-16,Gdansk,adults,O1407,1,confirmed,google,flash_sale,search_ad,false
E029,2026-04-27,Katowice,kids,O1408,4,cancelled,newsletter,spring_sale,banner,true
E011,2026-05-29,Cracow,adults,O1409,3,confirmed,instagram,summer_fun,story_ad,true
E075,2026-09-27,Cracow,adults,O1410,3,confirmed,google,kids_event,banner,false
E047,2026-05-24,Cracow,adults,O1411,3,confirmed,instagram,flash_sale,video_ad,true
E095,2026-05-24,Wroclaw,kids,O1412,4,confirmed,google,spring_sale,search_ad,true
E082,2026-09-16,Poznan,adults,O1413,5,confirmed,google,flash_sale,story_ad,false
E075,2026-07-30,Gdansk,kids,O1414,5,confirmed,facebook,flash_sale,story_ad,false
E090,2026-06-17,Cracow,kids,O1415,3,cancelled,newsletter,spring_sale,story_ad,false
E052,2026-06-12,Cracow,adults,O1416,3,cancelled,newsletter,autumn_event,banner,false
E035,2026-06-14,Gdansk,adults,O1417,1,confirmed,facebook,flash_sale,email_main,false
E049,2026-04-26,Gdansk,adults,O1418,2,confirmed,facebook,kids_event,banner,true
E066,2026-09-13,Warsaw,kids,O1419,2,confirmed,google,autumn_event,carousel,true
E025,2026-06-06,Lodz,kids,O1420,4,confirmed,instagram,spring_sale,banner,false
E019,2026-08-23,Katowice,kids,O1421,5,confirmed,facebook,spring_sale,search_ad,true
E043,2026-08-30,Gdansk,adults,O1422,3,confirmed,google,spring_sale,video_ad,true
E029,2026-08-10,Poznan,adults,O1423,1,confirmed,google,summer_fun,carousel,false
E040,2026-08-02,Poznan,kids,O1424,3,confirmed,facebook,flash_sale,email_main,true
E077,2026-08-10,Gdansk,adults,O1425,1,cancelled,facebook,summer_fun,carousel,false
E020,2026-04-28,Katowice,kids,O1426,4,confirmed,google,summer_fun,search_ad,false
E069,2026-04-19,Gdansk,adults,O1427,4,confirmed,facebook,spring_sale,story_ad,true
E023,2026-08-04,Lodz,kids,O1428,1,confirmed,instagram,autumn_event,email_main,false
E063,2026-06-23,Katowice,adults,O1429,4,confirmed,newsletter,autumn_event,carousel,true
E018,2026-06-20,Poznan,kids,O1430,5,confirmed,instagram,flash_sale,search_ad,true
E049,2026-07-09,Warsaw,adults,O1431,5,confirmed,google,spring_sale,video_ad,false
E065,2026-09-03,Poznan,kids,O1432,5,confirmed,facebook,autumn_event,email_main,false
E034,2026-08-09,Warsaw,adults,O1433,3,confirmed,instagram,spring_sale,email_main,true
E035,2026-08-30,Poznan,kids,O1434,4,cancelled,newsletter,kids_event,video_ad,false
E083,2026-09-14,Gdansk,adults,O1435,2,cancelled,instagram,kids_event,email_main,true
E042,2026-05-07,Lodz,adults,O1436,1,confirmed,google,spring_sale,email_main,false
E021,2026-05-25,Gdansk,kids,O1437,5,confirmed,instagram,autumn_event,video_ad,true
E095,2026-05-29,Lodz,adults,O1438,3,cancelled,instagram,autumn_event,email_main,false
E048,2026-08-12,Poznan,kids,O1439,1,confirmed,newsletter,autumn_event,email_main,false
E027,2026-06-23,Warsaw,kids,O1440,4,confirmed,google,autumn_event,story_ad,false
E033,2026-04-23,Katowice,adults,O1441,1,confirmed,newsletter,flash_sale,search_ad,true
E005,2026-06-01,Wroclaw,adults,O1442,2,confirmed,instagram,autumn_event,video_ad,true
E073,2026-05-10,Cracow,adults,O1443,1,confirmed,newsletter,autumn_event,carousel,false
E088,2026-05-31,Cracow,kids,O1444,2,confirmed,newsletter,flash_sale,email_main,false
E075,2026-04-07,Cracow,kids,O1445,2,cancelled,facebook,spring_sale,banner,false
E058,2026-08-12,Katowice,kids,O1446,1,confirmed,instagram,kids_event,email_main,true
E025,2026-08-21,Wroclaw,kids,O1447,1,confirmed,instagram,autumn_event,story_ad,true
E037,2026-05-06,Poznan,adults,O1448,2,confirmed,newsletter,spring_sale,carousel,false
E038,2026-08-17,Cracow,kids,O1449,3,confirmed,google,flash_sale,email_main,true
E097,2026-05-17,Cracow,kids,O1450,2,confirmed,facebook,summer_fun,email_main,true
E064,2026-05-20,Warsaw,kids,O1451,1,cancelled,newsletter,flash_sale,email_main,true
E052,2026-08-11,Wroclaw,adults,O1452,4,confirmed,facebook,kids_event,video_ad,false
E096,2026-07-23,Wroclaw,kids,O1453,4,confirmed,google,spring_sale,banner,true
E004,2026-07-01,Warsaw,adults,O1454,2,confirmed,facebook,summer_fun,banner,true
E028,2026-07-08,Lodz,kids,O1455,3,confirmed,google,flash_sale,video_ad,true
E039,2026-07-03,Warsaw,kids,O1456,2,confirmed,facebook,autumn_event,video_ad,false
E008,2026-08-25,Katowice,adults,O1457,5,confirmed,google,autumn_event,story_ad,false
E091,2026-08-24,Katowice,kids,O1458,1,confirmed,google,spring_sale,story_ad,true
E075,2026-04-05,Poznan,adults,O1459,1,confirmed,instagram,flash_sale,search_ad,false
E081,2026-05-27,Wroclaw,kids,O1460,4,confirmed,newsletter,kids_event,banner,true
E011,2026-04-06,Lodz,adults,O1461,4,confirmed,instagram,spring_sale,email_main,false
E046,2026-04-23,Warsaw,adults,O1462,1,confirmed,google,flash_sale,email_main,true
E066,2026-07-10,Cracow,kids,O1463,2,confirmed,facebook,spring_sale,video_ad,true
E046,2026-06-24,Poznan,kids,O1464,3,confirmed,instagram,kids_event,story_ad,true
E014,2026-09-18,Lodz,adults,O1465,5,confirmed,google,spring_sale,email_main,true
E020,2026-05-01,Gdansk,adults,O1466,4,confirmed,facebook,kids_event,story_ad,false
E009,2026-09-15,Warsaw,kids,O1467,4,confirmed,newsletter,kids_event,search_ad,false
E005,2026-04-16,Gdansk,kids,O1468,3,confirmed,google,flash_sale,email_main,true
E007,2026-06-01,Poznan,adults,O1469,3,confirmed,google,spring_sale,carousel,true
E016,2026-05-12,Cracow,kids,O1470,4,confirmed,facebook,summer_fun,email_main,true
E001,2026-05-16,Poznan,adults,O1471,3,confirmed,facebook,flash_sale,carousel,true
E013,2026-06-10,Cracow,kids,O1472,1,confirmed,newsletter,spring_sale,banner,false
E035,2026-05-01,Cracow,adults,O1473,2,confirmed,google,spring_sale,banner,false
E045,2026-08-04,Poznan,adults,O1474,2,confirmed,google,spring_sale,banner,false
E042,2026-06-15,Gdansk,adults,O1475,1,confirmed,newsletter,spring_sale,banner,true
E021,2026-08-12,Cracow,kids,O1476,4,confirmed,instagram,autumn_event,story_ad,false
E054,2026-08-17,Warsaw,kids,O1477,1,confirmed,newsletter,kids_event,video_ad,true
E001,2026-07-15,Wroclaw,adults,O1478,1,confirmed,instagram,summer_fun,story_ad,true
E073,2026-08-02,Gdansk,adults,O1479,5,confirmed,instagram,summer_fun,search_ad,false
E008,2026-07-03,Gdansk,kids,O1480,4,confirmed,facebook,flash_sale,email_main,false
E056,2026-08-05,Warsaw,kids,O1481,3,confirmed,instagram,spring_sale,story_ad,false
E095,2026-07-02,Katowice,adults,O1482,5,confirmed,newsletter,summer_fun,email_main,false
E009,2026-07-03,Warsaw,adults,O1483,3,confirmed,facebook,kids_event,email_main,true
E036,2026-05-03,Katowice,adults,O1484,2,confirmed,google,autumn_event,carousel,false
E093,2026-06-03,Warsaw,adults,O1485,5,confirmed,facebook,autumn_event,video_ad,false
E051,2026-04-26,Warsaw,kids,O1486,3,confirmed,facebook,spring_sale,story_ad,false
E053,2026-07-11,Cracow,kids,O1487,2,confirmed,google,autumn_event,video_ad,false
E097,2026-05-09,Gdansk,kids,O1488,1,confirmed,instagram,spring_sale,carousel,true
E052,2026-07-24,Gdansk,adults,O1489,4,confirmed,google,spring_sale,banner,false
E071,2026-05-15,Wroclaw,kids,O1490,4,confirmed,newsletter,autumn_event,search_ad,false
E003,2026-09-21,Warsaw,adults,O1491,3,confirmed,instagram,kids_event,carousel,true
E038,2026-06-02,Gdansk,kids,O1492,2,confirmed,google,flash_sale,banner,true
E039,2026-04-01,Cracow,adults,O1493,4,confirmed,google,flash_sale,search_ad,true
E034,2026-06-13,Poznan,kids,O1494,1,confirmed,google,summer_fun,carousel,false
E035,2026-07-27,Gdansk,adults,O1495,1,confirmed,instagram,flash_sale,video_ad,false
E097,2026-04-21,Gdansk,kids,O1496,3,cancelled,facebook,spring_sale,email_main,false
E059,2026-04-20,Poznan,adults,O1497,4,confirmed,facebook,autumn_event,video_ad,true
E028,2026-06-10,Wroclaw,kids,O1498,5,confirmed,newsletter,spring_sale,email_main,true
E055,2026-08-06,Gdansk,adults,O1499,3,confirmed,facebook,kids_event,story_ad,false
E028,2026-08-11,Poznan,kids,O1500,1,confirmed,facebook,spring_sale,story_ad,true
